T,Q,CA,TA,HA,CB,TB,HB,C,F,F_licor,UF
05/22/2024 09:18,3.46158734835858e-05,831.375543400931,21.4659090909091,5,794.878485496341,21.6669191919192,5,783.72410265787,-0.443083371288922,0.00241781243383683,79.3090702020587
05/22/2024 09:19,3.46167086543561e-05,831.375543399446,21.4556818181818,5,794.878426979648,21.6689393939394,5,783.524945916475,-0.443084081696149,0,79.3091973571603
05/22/2024 09:20,3.46054702174242e-05,831.375543515991,21.45,5,794.878387941775,21.6678787878788,5,783.643739240629,-0.443084555625644,0.00144218053671944,79.3092824406018
05/22/2024 09:21,3.45960226272727e-05,831.375543630033,21.4421212121212,5,794.878381141763,21.6760606060606,5,783.732116225545,-0.443084638179489,0.00251509914091955,79.3092974649061
05/22/2024 09:22,3.45905386189394e-05,831.375543661308,21.4287878787879,5,794.878381936061,21.6460606060606,5,783.909685084233,-0.443084628536519,0.00467082930294514,79.3092958067693
05/22/2024 09:23,3.45846676098485e-05,831.375543691556,21.4083333333333,5,794.87824045072,21.6115151515151,5,784.28558052286,-0.443086346203786,0.00923429353201343,79.3096033238033
05/22/2024 09:24,3.45807991515152e-05,831.375543752424,21.395,5,794.878236544442,21.5865151515152,5,784.963835242725,-0.443086393626975,0.0174684747277335,79.309611944467
05/22/2024 09:25,3.46081829409091e-05,831.375543637475,21.3795454545455,5,794.878242187696,21.5571212121212,5,786.494936089771,-0.443086325116468,0.0360564202801158,79.309599432086
05/22/2024 09:26,3.46384151674242e-05,831.375543521032,21.3583333333333,5,794.878242179089,21.5416666666667,5,799.062130662595,-0.443086325220953,0.188625291831893,79.3095991981343
05/22/2024 09:27,3.46641105924242e-05,831.375544199752,21.3533333333333,5,794.878241309917,21.5483333333333,5,823.387468958953,-0.443086335772918,0.483940956158128,79.3096025620667
05/22/2024 09:28,3.46916142931818e-05,831.375544173507,21.3487878787879,5,794.878237384261,21.5562121212121,5,857.329364030333,-0.443086383431367,0.896004014413596,79.3096110359361
05/22/2024 09:29,3.47183780757576e-05,831.37554413887,21.3443939393939,5,794.878237339063,21.5607575757576,5,898.946872835117,-0.443086383980079,1.40125093474638,79.3096110592231
05/22/2024 09:30,3.47247925590909e-05,831.375544708389,21.3410606060606,5,794.87823167219,21.5707575757576,5,946.148325271203,-0.443086452777327,1.97428832125676,79.3096246111491
05/22/2024 09:31,3.47161282659091e-05,831.375545280173,21.3456060606061,5,794.87823167219,21.5762121212121,5,987.771996805258,-0.443086452777327,2.47961005865752,79.3096258535407
05/22/2024 09:32,3.47073951863636e-05,831.375544569732,21.3412121212121,5,794.87823167219,21.5848484848485,5,1021.78976869325,-0.443086452777327,2.89259428036121,79.3096243096235
05/22/2024 09:33,3.46964203530303e-05,831.375544700072,21.3395454545455,5,794.87823167219,21.5948484848485,5,1049.7808448741,-0.443086452777327,3.23241291543414,79.3096245927166
05/22/2024 09:34,3.46869538621212e-05,831.375544716239,21.3322727272727,5,794.87823167219,21.6069696969697,5,1073.13188529888,-0.443086452777327,3.51590036098324,79.3096246277295
05/22/2024 09:35,3.46796922530303e-05,831.375544147313,21.3274242424242,5,794.87823167219,21.6063636363636,5,1092.52107661932,-0.443086452777327,3.7512899718402,79.309623391346
05/22/2024 09:36,3.46833221280303e-05,831.375543731082,21.3140909090909,5,794.87823167219,21.6163636363636,5,1108.59136172056,-0.443086452777327,3.94638723473398,79.309622486912
05/22/2024 09:37,3.46899386325758e-05,831.375543748847,21.2884848484848,5,794.87823167219,21.6177272727273,5,1121.86100121213,-0.443086452777327,4.10748396251969,79.3096225255992
05/22/2024 09:38,3.45802953378788e-05,831.375543613988,2.73287878787879,-13.2545454545455,794.87823167219,3.06166666666666,-13.2545454545455,1133.20154923099,-0.443086452777327,4.24516103945114,79.3096222311688
05/22/2024 09:39,3.45791671795455e-05,831.375543571559,2.72454545454546,-13.2545454545455,794.87823167219,3.055,-13.2545454545455,1142.27074126209,-0.443086452777327,4.35526328908637,79.3096221389563
05/22/2024 09:40,3.45739985969697e-05,831.375543592244,2.71272727272727,-13.2545454545455,794.87823167219,3.05227272727272,-13.2545454545455,1149.56915258203,-0.443086452777327,4.4438678199347,79.3096221838388
05/22/2024 09:41,3.4573808969697e-05,831.375543452795,2.71060606060606,-13.2545454545455,794.87823167219,3.04590909090909,-13.2545454545455,1155.86488993895,-0.443086452777327,4.52029963918961,79.3096218808113
05/22/2024 09:42,3.45787544613636e-05,831.375543435003,2.7239393939394,-13.2545454545455,794.87823167219,3.03424242424242,-13.2545454545455,1161.40359140952,-0.443086452777327,4.58754085426991,79.309621842211
05/22/2024 09:43,3.46838408143939e-05,831.375543833613,21.2562121212121,5,794.87823167219,21.5886363636364,5,1165.65820345922,-0.443086452777327,4.63919290402142,79.309622709722
05/22/2024 09:44,3.46726432e-05,831.375543834555,21.2645454545455,5,794.87823167219,21.5977272727273,5,1169.2313317161,-0.443086452777327,4.68257157082758,79.3096227116277
05/22/2024 09:45,3.4666027625e-05,831.37554381126,21.2745454545455,5,794.87823167219,21.6077272727273,5,1172.18388717321,-0.443086452777327,4.71841632931161,79.3096226609227
05/22/2024 09:46,3.46607809606061e-05,831.375543796925,21.275,5,794.87823167219,21.6090909090909,5,1174.19915609421,-0.443086452777327,4.74288219584762,79.3096226297069
05/22/2024 09:47,3.46314420272727e-05,831.375543796914,21.27,5,794.87823167219,21.6074242424242,5,1175.9094383607,-0.443086452777327,4.76364544845115,79.3096226293142
05/22/2024 09:48,3.46322532106061e-05,831.37554339846,21.2868181818182,5,794.87823167219,21.5984848484848,5,1177.58184788793,-0.443086452777327,4.78394891656911,79.3096217634733
05/22/2024 09:49,3.4639544875e-05,831.375543397703,21.2851515151515,5,794.87823167219,21.5777272727273,5,1178.95472961749,-0.443086452777327,4.80061604263613,79.3096217619199
05/22/2024 09:50,3.46482736166667e-05,831.375543478513,21.2868181818182,5,794.87823167219,21.5760606060606,5,1180.46587333172,-0.443086452777327,4.81896170362642,79.3096219376315
05/22/2024 09:51,3.46482255901515e-05,831.375543485188,21.2881818181818,5,794.87823167219,21.5656060606061,5,1181.82045894131,-0.443086452777327,4.8354067102409,79.3096219521372
05/22/2024 09:52,3.46695856151515e-05,831.375543485343,21.2915151515152,5,794.87823167219,21.5706060606061,5,1182.8394106806,-0.443086452777327,4.84777703809155,79.3096219527422
05/22/2024 09:53,3.46706456068182e-05,831.375543527633,21.299696969697,5,794.87823167219,21.5828787878788,5,1183.2015314258,-0.443086452777327,4.8521732741123,79.3096220446516
05/22/2024 09:54,3.46730100606061e-05,831.3755435606,21.3017045454545,5,794.87823167219,21.5931818181818,5,1183.69253790045,-0.443086452777327,4.85813421498324,79.3096221163204
05/22/2024 09:55,3.46713725113636e-05,831.375543480337,21.299494949495,5,794.87823167219,21.5936868686869,5,1183.74398786344,-0.443086452777327,4.8587588303458,79.3096219418867
